id,split,V,A,D,text
NYTnewswire1_3027_3091,train,2.5,2.5,2.88,"""I feel bad for Jorge, he's a good friend of mine,"" Bengie said."
NYTnewswire1_3092_3166,train,3.5,3.12,3.37,"""But they liked the way (Jose) has played and they're giving him a chance."
NYTnewswire1_3167_3223,train,4.2,4.2,3.2,"I'm very excited we'll be on the same team for a while."""
NYTnewswire1_3229_3348,dev,3.12,3.12,3.12,Jose went into Wednesday's game hitting .304 and had thrown out 33 percent (two of six) of baserunners trying to steal.
NYTnewswire1_3349_3431,dev,3.22,3.0,3.22,"Angels pitchers had a 3.33 ERA with Jose catching, better even than Bengie's 3.69."
NYTnewswire1_3437_3469,train,3.0,3.0,2.44,"""I just hope they keep me here,"""
NYTnewswire1_3437_3480,train,2.9,2.8,2.9,"""I just hope they keep me here,"" Jose said."
NYTnewswire1_3486_3604,train,3.33,3.33,3.33,"Ochoa took Fabregas' spot in the roster, but the Angels will have to clear another spot today to make room for Bengie."
NYTnewswire1_3605_3757,train,2.71,2.71,3.0,"Infielder Jose Nieves is likely to be sent down, but since he is out of options, he would have to clear waivers before he could join Triple-A Salt Lake."
NYTnewswire1_3763_3988,train,2.75,3.0,2.88,"--Not expected: Fabregas, who hit .193 with no homers and eight RBI in 35 games with the Angels this season, said he was ""surprised and shocked"" to get traded from a pennant contender to a team 22 games out in the NL Central."
NYTnewswire1_3994_4055,test,3.1,3.1,3.4,"""I understand baseball moves, I've been through this before,"""
NYTnewswire1_3994_4118,test,3.3,3.2,3.3,"""I understand baseball moves, I've been through this before,"" said Fabregas, who is headed for his eighth major-league team."
NYTnewswire1_4119_4221,train,1.6,2.9,2.5,"""Obviously I'm disappointed to go from a team playing for first place to a team that isn't contending."
NYTnewswire1_4227_4360,train,3.3,3.0,2.9,"""I felt like I was a big part of the team. I went through the struggles last year and I wanted to be a part of it in the good times."""
NYTnewswire1_477_546,train,3.3,3.0,2.9,"In addition to Ochoa, the Angels got minor-league catcher Sal Fasano."
NYTnewswire1_547_638,train,3.14,3.0,3.14,"In return, the Brewers got backup catcher Jorge Fabregas and two players to be named later."
NYTnewswire1_736_846,train,2.9,3.0,3.0,"In the past week, the Angels deemed outfield depth their biggest need, above adding a reliever to the bullpen."
NYTnewswire2_1206_1435,train,2.7,3.4,2.6,"The Russian team of Yelena Berezhnaya and Anton Sikharulidze narrowly won the gold medal over the Canadians Jamie Sale and David Pelletier, who were later awarded a duplicate gold medal because of the ensuing judging controversy."
NYTnewswire2_1436_1488,train,2.78,2.89,2.89,Sale and Pelletier declined to comment on Wednesday.
NYTnewswire2_148_215,train,2.4,3.5,2.8,OLYMPIC JUDGING SCANDAL DEEPENS WITH ARREST OF RUSSIAN CRIME FIGURE
NYTnewswire2_1494_1595,test,3.1,3.0,3.0,"The French ice dancers, Marina Anissina and Gwendal Peizerat, later won the gold over a Russian team."
NYTnewswire2_1601_1773,train,2.75,3.0,3.12,The complaint casts the Salt Lake City figure skating scandal in a more serious light than the cronyism and vote-swapping that have tainted the increasingly troubled sport.
NYTnewswire2_1774_1985,dev,2.5,3.2,3.1,"Over the past four years, four judges have been suspended, including a Ukrainian who was taped by a Canadian judge detailing the order of finish for the ice dancers before the 1998 Winter Games in Nagano, Japan."
NYTnewswire2_1991_2199,test,2.7,3.1,3.3,"If convicted of the charges against him -- conspiracy to commit wire fraud and conspiracy to commit bribery, both felonies _ Tokhtakhounov faces maximum prison time of 10 years and a fine of $500,000 or more."
NYTnewswire2_2200_2256,train,3.0,2.7,3.0,The United States is seeking his extradition from Italy.
NYTnewswire2_2262_2423,train,3.0,2.91,3.09,"The Italian authorities provided the FBI with information from wiretaps of Tokhtakhounov's home telephone, part of an investigation into his criminal activities."
NYTnewswire2_2424_2630,train,3.0,3.0,3.11,"The FBI said explicit conversations about the scheme had been recorded between Tokhtakhounov and his conspirators, and between him and Anissina, who was born in Russia and skated for France, and her mother."
NYTnewswire2_2636_2795,train,3.0,3.1,3.1,"The FBI cited a vivid conversation with Anissina's mother in which Tokhtakhounov assured her that even if her daughter ""falls, we will make sure she is No. 1."""
NYTnewswire2_2755_2795,train,3.2,3.4,3.5,"""falls, we will make sure she is No. 1."""
NYTnewswire2_2801_3068,train,2.75,2.88,3.0,"After the Winter Olympics, a French judge, Marie-Reine Le Gougne, was suspended by the International Skating Union for not reporting pressure she said was put on her by Didier Gailhaguet, president of the French Skating Federation, to vote for the Russian pairs team."
NYTnewswire2_3074_3144,train,2.33,3.11,2.78,She later recanted and said that Canadian officials had pressured her.
NYTnewswire2_3145_3210,train,2.7,2.8,2.9,The ISU later suspended Le Gougne and Gailhaguet for three years.
NYTnewswire2_3216_3378,train,2.9,2.9,2.9,"The federal complaint did not describe the possibility of a wider conspiracy or any contact between Tokhtakhounov, or his unnamed co-conspirators, with Le Gougne."
NYTnewswire2_325_604,train,2.6,2.9,3.0,"A Russian accused of being in organized crime was arrested in Italy on Wednesday on an American complaint that he conspired to fix the pairs figure skating and ice dancing competitions at the recent Salt Lake Winter Olympics, which were dominated by the sport's judging scandals."
NYTnewswire2_3384_3497,train,3.0,2.8,3.0,"""We have alleged no connection between this man with any officials other than with Russian federation officials,"""
NYTnewswire2_3384_3597,train,3.0,2.67,2.89,"""We have alleged no connection between this man with any officials other than with Russian federation officials,"" James B. Comey, the U.S. attorney for the Southern District of New York, said at a news conference."
NYTnewswire2_3603_3747,train,2.7,2.9,3.0,"He said that Tokhtakhounov ""reached out to a co-conspirator, somebody connected to the Russian Skating Federation, who did the legwork for him."""
NYTnewswire2_3630_3747,train,3.0,3.0,3.22,"""reached out to a co-conspirator, somebody connected to the Russian Skating Federation, who did the legwork for him."""
NYTnewswire2_3753_3987,train,3.0,3.0,3.09,"Maxwell Miller, Le Gougne's lawyer in Salt Lake City, said no evidence of organized crime influence came up in her suspension hearings before the ISU ""I think this situation vindicates the argument that we've made all along,"" he said."
NYTnewswire2_3903_3978,train,3.0,3.4,3.3,"""I think this situation vindicates the argument that we've made all along,"""
NYTnewswire2_3988_4070,test,2.33,3.33,3.17,"""She's a scapegoat and a target of a corrupt system and was unfairly singled out."""
NYTnewswire2_4076_4207,train,3.0,3.0,3.0,"Tokhtakhounov, whose age was given by Comey as 53 or 62, is a ""major figure in international Eurasian organized crime,"" Comey said."
NYTnewswire2_4138_4195,train,2.9,2.8,2.9,"""major figure in international Eurasian organized crime,"""
NYTnewswire2_4213_4358,train,3.0,2.9,3.0,"Born in Tashkent, Uzbekistan, and now a Russian citizen, he is known as Taivanchik, or Little Taiwanese, for his Central Asian ethnic background."
NYTnewswire2_4359_4601,test,2.54,2.91,2.82,"Since the collapse of the Soviet Union, he has been implicated in arms trading and Russian art smuggling, and in the Russian news media he was accused of complicity in a plot to extort $10 million from the head of a Russian sports foundation."
NYTnewswire2_4607_4733,dev,3.0,3.0,3.11,"He appears to have moved to France in 1989, according to news media reports, and is reported to have Israeli citizenship also."
NYTnewswire2_4734_4822,train,3.1,2.9,3.1,"Comey said Tokhtakhounov had three residences in Italy: Forte dei Marmi, Rome and Milan."
NYTnewswire2_4828_5058,train,3.0,3.0,3.0,"The complaint against Tokhtakhounov's traces his contact with figure skating to 2000, when he proposed to Gailhaguet the creation of a professional hockey team in Paris that would provide revenue for the French Skating Federation."
NYTnewswire2_5059_5210,train,3.0,2.8,2.9,"( Gailhaguet and Anissina are not referred to by name in an accompanying FBI agent's affidavit, but by their descriptions their identities are obvious."
NYTnewswire2_5210_5211,train,3.0,2.8,3.0,)
NYTnewswire2_5217_5395,train,3.0,2.9,3.0,"In return, Gailhaguet told the FBI on Feb. 23 as the Olympics were taking place, Tokhtakhounov asked for Gailhaguet's help in renewing his French visa, which was about to expire."
NYTnewswire2_5401_5540,train,2.62,3.0,3.25,"But when Gailhaguet sought guidance from a French government official, he was told that ""Tokhtakhounov's money is bad,"" the affidavit said."
NYTnewswire2_5489_5520,train,2.14,3.14,3.14,"""Tokhtakhounov's money is bad,"""
NYTnewswire2_5546_5676,train,2.89,3.11,2.89,"The federal complaint offers many details of the alleged conspiracy, including excerpts from a transcript of the Italian wiretaps."
NYTnewswire2_5682_5855,train,3.0,3.2,3.2,"On Feb. 5, the Italian wiretaps recorded Tokhtakhounov's request to someone identified as another Russian mobster to get the number of a Russian Skating Federation official."
NYTnewswire2_5856_5975,test,3.0,3.11,3.33,"The second mobster told Tokhtakhounov that the federation official ""is close to us -- he is a good guy, he will do it."""
NYTnewswire2_5923_5975,train,3.4,3.4,3.3,"""is close to us -- he is a good guy, he will do it."""
NYTnewswire2_5981_6126,train,3.3,3.2,3.2,"Tokhtakhounov's action apparently came soon after he said he received a phone call from the mother of the female ice dancer, presumably Anissina."
NYTnewswire2_610_855,train,2.9,2.9,3.0,"The Russian, Alimzhan Tokhtakhounov, who was arrested by the Italian authorities at his resort home in Forte dei Marmi, appeared to have a singular motivation for rigging the competitions: getting a visa to return to France, where he once lived."
NYTnewswire2_6132_6222,train,3.0,3.1,2.9,"A week later, after Berezhnaya and Sikharulidze's pairs victory, the mobsters spoke again."
NYTnewswire2_6223_6420,train,3.0,2.8,3.0,"The second mobster expressed satisfaction with the outcome of the competition and suggested that Tokhtakhounov could call the ice dancer's ""mother or the father and tell them everything will be OK"""
NYTnewswire2_6362_6420,train,3.0,3.0,3.0,"""mother or the father and tell them everything will be OK"""
NYTnewswire2_6421_6460,train,3.1,3.0,3.1,He appears to be referring to Anissina.
NYTnewswire2_6466_6621,train,3.0,3.0,3.43,"The second mobster added, ""Our Sikharulidze fell, the Canadians were 10 times better, and in spite of that the French with their vote gave us first place."""
NYTnewswire2_6622_6674,test,3.33,2.83,3.5,"He added: ""Everything is going the way you need it."""
NYTnewswire2_6632_6674,train,3.29,3.0,3.14,"""Everything is going the way you need it."""
NYTnewswire2_6680_6796,train,3.2,3.3,3.1,"They also discussed the coming judging in ice dancing, in which the French and the Italian teams were the favorites."
NYTnewswire2_6797_6974,train,3.0,3.13,2.75,"The second mobster said the French pair had ""only three judges,"" and of the two judges they needed to win the gold medal ""one is ours, and the other our friends will give them."""
NYTnewswire2_6841_6861,train,2.7,3.0,3.1,"""only three judges,"""
NYTnewswire2_6918_6974,test,3.1,2.9,3.3,"""one is ours, and the other our friends will give them."""
NYTnewswire2_6975_7157,train,3.1,2.7,3.0,Their concern for lining up more votes than they thought the Italian ice dancers had may stem from the Italian team's defeat of Anissina and Peizerat in the 2001 world championships.
NYTnewswire2_7163_7261,train,3.2,2.9,3.0,But they seemed pleased that the Russian pair's victory was achieved with the French judge's vote.
NYTnewswire2_7262_7308,test,3.0,2.86,3.14,"""The French have nothing but the ice dancing,"""
